S/S Group,S/S or Busbar Name Node,Primary Voltage (kV),S/S or Busbar Name Node 2,Secondary Voltage (kV),Vector Group,Positive Sequence Impedance R (% on 100 MVA Base),Positive Sequence Impedance X (% on 100 MVA Base),Zero Sequence Reactance X (% on 100 MVA Base),Minimum Tap %,Maximum Tap %,Transformer Rating (MVA),Reverse Power Capability (MVA),Method of Earthing,Licence Area,Transformer Substation,"Substation Class (Primary, BSP)",Geo Point
BRADFORD WEST,MANCHESTER ROAD T1,33.0,Not given for Yorkshire,11.0,Yy0,4.0,73.0,500,-10.0,10.0,24.0,NOT KNOWN,Impedance,Yorkshire,Manchester Road,Primary,
BRADFORD WEST,LEGRAMS MILL LANE T2,33.0,Not given for Yorkshire,11.0,Yy0,6.0,64.7,64.7,-15.0,5.0,18.75,18.75,Solid,Yorkshire,Legrams Mill Lane,Primary,
BRADFORD WEST,ILKLEY T1,33.0,Not given for Yorkshire,11.0,Yy0,6.0,66.7,66.7,-15.0,5.0,18.75,18.75,Solid,Yorkshire,Ilkley,Primary,
BRADFORD WEST,IDLE T1,33.0,Not given for Yorkshire,11.0,Yy0,6.0,62.0,62,-15.0,5.0,18.75,NOT KNOWN,Solid,Yorkshire,Idle,Primary,
BRADFORD WEST,HOLMFIELD GT2,132.0,Not given for Yorkshire,33.0,Yd9,0.9,24.5,21.5,-20.0,10.0,90.0,90,Solid,Yorkshire,Holmfield,BSP,
BRADFORD WEST,HARDEN,33.0,Not given for Yorkshire,11.0,Yy0,4.0,98.2,550,-15.0,5.0,23.0,11.5,Impedance,Yorkshire,Harden,Primary,
BRADFORD WEST,HALLAM STREET T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,73.1,500,-10.0,10.0,24.0,NOT KNOWN,Impedance,Yorkshire,Hallam Street,Primary,
BRADFORD WEST,HALLAM STREET T1,33.0,Not given for Yorkshire,11.0,Yy0,4.0,73.5,500,-10.0,10.0,24.0,NOT KNOWN,Impedance,Yorkshire,Hallam Street,Primary,
BRADFORD WEST,GIRLINGTON GT1,132.0,Not given for Yorkshire,33.0,Yd9,0.84,26.82,24.44,-20.0,10.0,90.0,90,Solid,Yorkshire,Girlington,BSP,
BRADFORD WEST,GIBRALTAR ROAD T1,33.0,Not given for Yorkshire,11.0,Yy0,4.0,73.5,500,-10.0,10.0,24.0,NOT KNOWN,Impedance,Yorkshire,Gibraltar Road,Primary,
BRADFORD WEST,GAISBY LANE T1,33.0,Not given for Yorkshire,11.0,Yy0,6.0,66.0,66,-15.0,5.0,18.75,NOT KNOWN,Solid,Yorkshire,Gaisby Lane,Primary,
BRADFORD WEST,FURNESS AVENUE T1,33.0,Not given for Yorkshire,11.0,Yy0,4.0,99.0,550,-15.0,5.0,23.0,NOT KNOWN,Impedance,Yorkshire,Furness Avenue,Primary,
BRADFORD WEST,FOUR LANE ENDS T1,33.0,Not given for Yorkshire,11.0,Yy0,4.0,100.7,550,-15.0,5.0,23.0,NOT KNOWN,Impedance,Yorkshire,Four Lane Ends,Primary,"54.00753837025782, -1.580218917154957"
BRADFORD WEST,CROSSHILLS T1,33.0,Not given for Yorkshire,11.0,Yy0,8.0,96.0,96,-15.0,5.0,12.5,NOT KNOWN,Solid,Yorkshire,Crosshills,Primary,
BRADFORD WEST,CHELKER RESERVOIR,33.0,Not given for Yorkshire,11.0,Yy0,4.0,72.4,500,-10.0,10.0,24.0,NOT KNOWN,Impedance,Yorkshire,Chelker Reservoir,Primary,
BRADFORD WEST,BRAMHOPE,33.0,Not given for Yorkshire,11.0,Yy0,4.0,74.6,500,-10.0,10.0,24.0,NOT KNOWN,Impedance,Yorkshire,Bramhope,Primary,
BRADFORD WEST,BRADFORD GT2,132.0,Not given for Yorkshire,33.0,Yd9,0.6,18.4,16.2,-20.0,10.0,90.0,90,Solid,Yorkshire,Bradford,BSP,"55.11239309548243, -1.8940805848675566"
BRADFORD WEST,BARNOLDSWICK T1,33.0,Not given for Yorkshire,11.0,Yy0,8.0,95.5,95.5,-15.0,5.0,12.5,12.5,Solid,Yorkshire,Barnoldswick,Primary,
BRADFORD WEST,BALME STREET T1,33.0,Not given for Yorkshire,11.0,Yy0,4.0,72.1,500,-10.0,10.0,24.0,NOT KNOWN,Impedance,Yorkshire,Balme Street,Primary,
CREYKE BECK,WEST DOCKS T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,100.0,550,-15.0,5.0,23.0,NOT KNOWN,Impedance,Yorkshire,West Docks,Primary,
CREYKE BECK,WAWNE ROAD T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,71.9,500,-10.0,10.0,24.0,NOT KNOWN,Impedance,Yorkshire,Wawne Road,Primary,
CREYKE BECK,WAWNE ROAD T1,33.0,Not given for Yorkshire,11.0,Yy0,4.0,72.6,500,-10.0,10.0,24.0,NOT KNOWN,Impedance,Yorkshire,Wawne Road,Primary,
CREYKE BECK,TIVERTON ROAD T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,96.0,550,-15.0,5.0,23.0,NOT KNOWN,Impedance,Yorkshire,Tiverton Road,Primary,
CREYKE BECK,SKILLINGS LANE T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,98.33,550,-15.0,5.0,23.0,11.5,Impedance,Yorkshire,Skillings Lane,Primary,
CREYKE BECK,SEATON T1,66.0,Not given for Yorkshire,11.0,Yy0,4.0,75.8,550,-15.0,5.0,20.0,NOT KNOWN,Impedance,Yorkshire,Seaton,Primary,
CREYKE BECK,SALTSHOUSE ROAD T2,33.0,Not given for Yorkshire,11.0,Yy0,6.0,65.0,65,-15.0,5.0,18.75,18.75,Solid,Yorkshire,Saltshouse Road,Primary,
CREYKE BECK,NORWOOD T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,98.0,550,-15.0,5.0,23.0,NOT KNOWN,Impedance,Yorkshire,Norwood,Primary,
CREYKE BECK,NORWOOD T1,33.0,Not given for Yorkshire,11.0,Yy0,4.0,98.0,550,-15.0,5.0,23.0,NOT KNOWN,Impedance,Yorkshire,Norwood,Primary,
CREYKE BECK,NATIONAL AVENUE T1,33.0,Not given for Yorkshire,11.0,Yy0,4.0,73.0,500,-10.0,10.0,24.0,NOT KNOWN,Impedance,Yorkshire,National Avenue,Primary,
CREYKE BECK,MARTONGATE T1,66.0,Not given for Yorkshire,11.0,Yy0,8.0,126.0,126,-15.0,5.0,12.0,NOT KNOWN,Solid,Yorkshire,Martongate,Primary,
CREYKE BECK,KIRKBURN,66.0,Not given for Yorkshire,11.5,Yy0,3.3,93.38,578.51,-10.0,10.0,30.0,30,Impedance,Yorkshire,Kirkburn,Primary,
CREYKE BECK,HULL SOUTH GT2,132.0,Not given for Yorkshire,33.0,Yd9,0.65,25.6,22.6,-20.0,10.0,90.0,90,Solid,Yorkshire,Hull South,BSP,
CREYKE BECK,HESSLE ROAD T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,99.0,550,-15.0,5.0,23.0,NOT KNOWN,Impedance,Yorkshire,Hessle Road 1,Primary,
CREYKE BECK,HAYTON T2,66.0,Not given for Yorkshire,11.0,Yy0,8.0,123.0,123,-15.0,5.0,12.5,NOT KNOWN,Solid,Yorkshire,Hayton,Primary,
CREYKE BECK,HAYTON T1,66.0,Not given for Yorkshire,11.0,Yy0,8.0,122.0,122,-15.0,5.0,12.5,NOT KNOWN,Solid,Yorkshire,Hayton,Primary,
CREYKE BECK,FIRST AVENUE T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,72.2,500,-10.0,10.0,24.0,NOT KNOWN,Impedance,Yorkshire,First Avenue,Primary,"55.182012490805626, -1.564269800734777"
CREYKE BECK,ENDIKE LANE T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,66.0,66,-15.0,5.0,23.0,23,Solid,Yorkshire,Endike Lane,Primary,
CREYKE BECK,ELGAR ROAD T2,33.0,Not given for Yorkshire,11.0,Yy0,6.0,64.0,65,-15.0,5.0,18.75,18.75,Impedance,Yorkshire,Elgar Road,Primary,
CREYKE BECK,ELGAR ROAD T1,33.0,Not given for Yorkshire,11.0,Yy0,6.0,65.0,65,-15.0,5.0,18.75,18.75,Solid,Yorkshire,Elgar Road,Primary,
CREYKE BECK,DRIFFIELD T1,66.0,Not given for Yorkshire,11.5,Yy0,3.89,106.33,106.33,-10.0,10.0,24.0,24,Solid,Yorkshire,Driffield,Primary,
CREYKE BECK,COUNTY ROAD NORTH T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,98.0,550,-15.0,5.0,23.0,11.5,Impedance,Yorkshire,County Road North,Primary,
CREYKE BECK,COUNTY ROAD NORTH T1,33.0,Not given for Yorkshire,11.0,Yy0,4.0,98.0,550,-15.0,5.0,23.0,11.5,Impedance,Yorkshire,County Road North,Primary,
CREYKE BECK,CLARENDON STREET T2,33.0,Not given for Yorkshire,11.0,Yy0,6.0,66.0,66,-15.0,5.0,18.75,18.75,Solid,Yorkshire,Clarendon Street,Primary,
CREYKE BECK,CLARENDON STREET T1,33.0,Not given for Yorkshire,11.0,Yy0,6.0,66.0,66,-15.0,5.0,18.75,18.75,Solid,Yorkshire,Clarendon Street,Primary,
CREYKE BECK,BUTTERWICK,66.0,Not given for Yorkshire,11.0,Yy0,4.0,72.4,500,-10.0,10.0,24.0,24,Impedance,Yorkshire,Butterwick,Primary,"54.188252053747405, -0.8776251965550166"
CREYKE BECK,BURTON PIDSEA,66.0,Not given for Yorkshire,11.0,Yy0,4.0,73.75,500,-10.0,10.0,24.0,24,Impedance,Yorkshire,Burton Pidsea,Primary,
CREYKE BECK,BRETT STREET T1,66.0,Not given for Yorkshire,11.0,Yy0,3.54,74.1,500,-10.0,10.0,24.0,24,Impedance,Yorkshire,Brett Street,Primary,
CREYKE BECK,BRANSHOLME GT2,132.0,Not given for Yorkshire,33.0,Yd9,0.7,27.4,24.4,-20.0,10.0,90.0,90,Solid,Yorkshire,Bransholme,BSP,
CREYKE BECK,Beverley 132/33kV G1,132.0,Not given for Yorkshire,33.0,Yd9,0.75,25.1,22.5,-20.0,10.0,90.0,90,Solid,Yorkshire,Beverley 132/33kV,BSP,
CREYKE BECK,BELTHORPE LANE,66.0,Not given for Yorkshire,11.0,Yy0,4.0,72.08,500,-10.0,10.0,24.0,24,Impedance,Yorkshire,Belthorpe Lane,Primary,
CREYKE BECK,ALFRED GELDER STREET T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,72.6,500,-10.0,10.0,24.0,NOT KNOWN,Impedance,Yorkshire,Alfred Gelder Street,Primary,
DRAX,Osgodby 3/4 T3,132.0,Not given for Yorkshire,33.0,Yd9,0.32,26.79,51.89,-20.0,10.0,90.0,90,Impedance,Yorkshire,Osgodby 3/4,BSP,
DRAX,THORPE ROAD T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,70.8,500,-10.0,10.0,24.0,24,Impedance,Yorkshire,Thorpe Road,Primary,
DRAX,SELBY T1,33.0,Not given for Yorkshire,11.5,Yy0,8.28,104.34,583.87,-15.0,5.0,30.0,30,Impedance,Yorkshire,Selby,Primary,
DRAX,OLYMPIA MILLS T1,33.0,Not given for Yorkshire,11.5,Yy0,8.29,104.6,583.7,-15.0,5.0,30.0,30,Impedance,Yorkshire,Olympia Mills,Primary,
ELLAND,Thornhill 132kV T1,132.0,Not given for Yorkshire,33.0,Yd9,0.7,27.5,24.2,-20.0,10.0,90.0,90,Solid,Yorkshire,Thornhill 132kV,BSP,
ELLAND,SLAITHWAITE T1,33.0,Not given for Yorkshire,11.0,Yy0,4.0,73.3,500,-10.0,10.0,24.0,NOT KNOWN,Impedance,Yorkshire,Slaithwaite,Primary,
ELLAND,SCHOLES T1,33.0,Not given for Yorkshire,11.0,Yy0,4.0,72.4,500,-10.0,10.0,24.0,24,Impedance,Yorkshire,Scholes,Primary,
ELLAND,PROSPECT ROAD T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,97.0,550,-15.0,5.0,23.0,NOT KNOWN,Impedance,Yorkshire,Prospect Road,Primary,"53.99407117016039, -1.4985965690572542"
ELLAND,PARK ROAD T1,33.0,Not given for Yorkshire,11.0,Yy0,6.0,65.2,65.2,-15.0,5.0,18.75,NOT KNOWN,Solid,Yorkshire,Park Road,Primary,"53.98532742251223, -1.541754778580193"
ELLAND,MYTHOLMROYD T1,33.0,Not given for Yorkshire,11.0,Yy0,8.0,96.6,96.6,-15.0,5.0,12.5,12.5,Solid,Yorkshire,Mytholmroyd,Primary,
ELLAND,MIRFIELD T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,70.8,500,-10.0,10.0,24.0,24,Impedance,Yorkshire,Mirfield,Primary,
ELLAND,MILLROYD STREET T2,33.0,Not given for Yorkshire,11.0,Yy0,8.0,98.0,98,-15.0,5.0,12.5,12.5,Solid,Yorkshire,Millroyd Street,Primary,
ELLAND,LOWFIELDS T2,33.0,Not given for Yorkshire,11.5,Yy0,3.94,73.1,534.69,-10.0,10.0,24.0,24,Impedance,Yorkshire,Lowfields,Primary,
ELLAND,HONLEY T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,71.7,500,-10.0,10.0,24.0,24,Impedance,Yorkshire,Honley,Primary,
ELLAND,HAZLEHEAD T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,72.9,500,-10.0,10.0,24.0,24,Impedance,Yorkshire,Hazlehead,Primary,
ELLAND,GROVE STREET T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,100.5,550,-15.0,5.0,23.0,11.5,Impedance,Yorkshire,Grove Street,Primary,
ELLAND,DOWKER STREET T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,78.0,550,-15.0,5.0,23.0,NOT KNOWN,Impedance,Yorkshire,Dowker Street,Primary,
ELLAND,DOWKER STREET T1,33.0,Not given for Yorkshire,11.0,Yy0,4.0,79.5,550,-15.0,5.0,23.0,NOT KNOWN,Impedance,Yorkshire,Dowker Street,Primary,
ELLAND,DENBY GRANGE T1,33.0,Not given for Yorkshire,11.0,Yy0,4.0,74.0,500,-10.0,10.0,24.0,NOT KNOWN,Impedance,Yorkshire,Denby Grange,Primary,
ELLAND,DEIGHTON T2,33.0,Not given for Yorkshire,11.0,Yy0,6.0,65.5,65.5,-15.0,5.0,18.75,18.75,Solid,Yorkshire,Deighton,Primary,"54.40833067402414, -1.4145471096333448"
ELLAND,Brighouse 132/33kV GT2,132.0,Not given for Yorkshire,33.0,Yd9,0.77,25.3,22.3,-20.0,10.0,90.0,90,Solid,Yorkshire,Brighouse 132/33kV,BSP,
ELLAND,BATLEY T1,33.0,Not given for Yorkshire,11.0,Yy0,6.0,64.0,64,-15.0,5.0,18.75,NOT KNOWN,Solid,Yorkshire,Batley,Primary,
FERRYBRIDGE A & CAMBLESFORTH,SOUTH KIRBY T1,66.0,Not given for Yorkshire,11.0,Yy0,6.0,80.0,80,-15.0,5.0,18.75,NOT KNOWN,Solid,Yorkshire,South Kirkby,Primary,
FERRYBRIDGE A & CAMBLESFORTH,MONCKTON T2,66.0,Not given for Yorkshire,11.0,Yy0,8.0,124.0,124,-15.0,5.0,12.5,NOT KNOWN,Solid,Yorkshire,Monckton,Primary,
FERRYBRIDGE A & CAMBLESFORTH,GUARDIAN GLASS T1,66.0,Not given for Yorkshire,11.5,Yy0,3.35,95.53,421.48,-20.0,10.0,30.0,30,Impedance,Yorkshire,Guardian Glass,Primary,
FERRYBRIDGE A & CAMBLESFORTH,GRIMETHORPE T2,66.0,Not given for Yorkshire,11.5,Yy0,4.8,72.51,72.51,-10.0,10.0,25.0,25,Solid,Yorkshire,Grimethorpe,Primary,
FERRYBRIDGE A & CAMBLESFORTH,GRIMETHORPE T1,66.0,Not given for Yorkshire,11.5,Yy0,4.8,72.51,72.51,-10.0,10.0,25.0,25,Solid,Yorkshire,Grimethorpe,Primary,
FERRYBRIDGE A & CAMBLESFORTH,Ferrybridge A 11kV T3,66.0,Not given for Yorkshire,11.0,Yy0,6.0,79.2,79.2,-15.0,5.0,30.0,30,Solid,Yorkshire,Ferrybridge A 11kV,Primary,
FERRYBRIDGE B,WELLINGTON STREET T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,99.0,550,-15.0,5.0,23.0,11.5,Impedance,Yorkshire,Wellington Street,Primary,"54.96513229497093, -1.6061963814261269"
FERRYBRIDGE B,WEELAND ROAD T2,33.0,Not given for Yorkshire,11.0,Yy0,4.6,98.22,660.43,-17.2,5.7,30.0,30,Impedance,Yorkshire,Weeland Road,Primary,
FERRYBRIDGE B,WEELAND ROAD T1,33.0,Not given for Yorkshire,11.0,Yy0,4.62,98.66,635.87,-17.2,5.7,30.0,30,Impedance,Yorkshire,Weeland Road,Primary,
FERRYBRIDGE B,WARREN LANE,33.0,Not given for Yorkshire,11.0,Yy0,4.0,95.5,550,-15.0,5.0,23.0,11.5,Impedance,Yorkshire,Warren Lane,Primary,
FERRYBRIDGE B,TADCASTER T1,33.0,Not given for Yorkshire,11.0,Yy0,4.0,100.0,550,-15.0,5.0,23.0,NOT KNOWN,Impedance,Yorkshire,Tadcaster,Primary,
FERRYBRIDGE B,SHARLSTON T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,95.7,95.7,-15.0,5.0,23.0,11.5,Solid,Yorkshire,Sharlston,Primary,
FERRYBRIDGE B,NORMANTON T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,95.2,550,-15.0,5.0,23.0,NOT KNOWN,Impedance,Yorkshire,Normanton,Primary,
FERRYBRIDGE B,NINELANDS LANE T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,98.3,550,-15.0,5.0,23.0,NOT KNOWN,Impedance,Yorkshire,Ninelands Lane,Primary,
FERRYBRIDGE B,LEEDS ROAD,33.0,Not given for Yorkshire,11.0,Yy0,4.0,72.4,500,-10.0,10.0,24.0,NOT KNOWN,Impedance,Yorkshire,Leeds Road,Primary,
FERRYBRIDGE B,FEATHERSTONE GT2,132.0,Not given for Yorkshire,33.0,Yd9,0.75,27.3,24,-20.0,10.0,90.0,90,Solid,Yorkshire,Featherstone,BSP,
FERRYBRIDGE B,COMMONSIDE LANE T1,33.0,Not given for Yorkshire,11.5,Yy0,2.46,103.63,500,-10.0,10.0,24.0,24,Impedance,Yorkshire,Commonside Lane,Primary,
FERRYBRIDGE B,BRAMHAM GT1,132.0,Not given for Yorkshire,33.0,Yd9,0.7,25.2,22.2,-20.0,10.0,90.0,90,Solid,Yorkshire,Bramham,BSP,
FERRYBRIDGE B,BEAL T1,33.0,Not given for Yorkshire,11.5,Yy0,7.65,100.12,578.5,-10.0,10.0,30.0,30,Impedance,Yorkshire,Beal,Primary,
FERRYBRIDGE B,AUDBY LANE T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,97.4,550,-15.0,5.0,23.0,NOT KNOWN,Impedance,Yorkshire,Audby Lane,Primary,
FERRYBRIDGE B,AUDBY LANE T1,33.0,Not given for Yorkshire,11.0,Yy0,4.0,98.7,550,-15.0,5.0,23.0,NOT KNOWN,Impedance,Yorkshire,Audby Lane,Primary,
HARTMOOR,Wynyard T2,66.0,Wynyard,11.5,Dy11,2.56,79.78,Not given for Northeast,-15.0,6.0,40.0,40,Solid / Impedance,Northeast,Wynyard,Primary,
HARTMOOR,Peterlee West T1,66.0,Peterlee West,11.5,Dy11,1.79,79.98,Not given for Northeast,-10.5,10.5,32.0,32,Solid / Impedance,Northeast,Peterlee West,Primary,
HARTMOOR,Hartmoor Green,66.0,Hartmoor,22.0,Yy0,2.98,63.0,Not given for Northeast,-10.5,10.5,25.0,25,Solid / Impedance,Northeast,Hartmoor,Primary,
HARTMOOR,Amberton Road T2,66.0,Amberton Road,11.5,Dy11,4.49,100.45,Not given for Northeast,-15.0,6.0,40.0,40,Solid / Impedance,Northeast,Amberton Road,Primary,
HAWTHORN PIT,Tunstall T2,66.0,Tunstall,11.5,Dy11,4.21,83.47,Not given for Northeast,-15.0,6.0,25.0,25,Solid / Impedance,Northeast,Tunstall,Primary,
HAWTHORN PIT,Tunstall T1,66.0,Tunstall,11.5,Dy11,4.2,82.2,Not given for Northeast,-15.0,6.0,25.0,25,Solid / Impedance,Northeast,Tunstall,Primary,
HAWTHORN PIT,Stoney Cut T1,66.0,Stoney Cut,22.0,Yy0,3.46,63.95,Not given for Northeast,-10.5,10.5,25.0,25,Solid / Impedance,Northeast,Stoney Cut,Primary,
JORDANTHORPE,WOODSEATS T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,71.5,500,-10.0,10.0,24.0,NOT KNOWN,Impedance,Yorkshire,Woodseats,Primary,
JORDANTHORPE,DRONFIELD T1,33.0,Not given for Yorkshire,11.0,Yy0,4.0,72.6,500,-10.0,10.0,24.0,NOT KNOWN,Impedance,Yorkshire,Dronfield,Primary,
JORDANTHORPE,CALLYWHITE LANE,33.0,Not given for Yorkshire,11.5,Yy0,5.6,95.58,578.51,-15.0,5.0,40.0,40,Impedance,Yorkshire,Callywhite Lane,Primary,
JORDANTHORPE,BASLOW ROAD T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,75.8,500,-10.0,10.0,24.0,NOT KNOWN,Impedance,Yorkshire,Baslow Road,Primary,
KEADBY & GRIMSBY WEST,Yarborough Road 33/11kV T2,33.0,Not given for Yorkshire,11.5,Yy0,2.49,105.16,500,-10.0,10.0,24.0,24,Impedance,Yorkshire,Yarborough Road 33/11kV,Primary,
KEADBY & GRIMSBY WEST,Yarborough Road 132/33kV GT2,132.0,Not given for Yorkshire,33.0,Yd9,0.65,26.0,21.7,-20.0,10.0,90.0,90,Solid,Yorkshire,Yarborough Road 132/33kV,BSP,
KEADBY & GRIMSBY WEST,Yarborough Road 132/33kV GT1,132.0,Not given for Yorkshire,33.0,Yd9,0.65,26.1,21.7,-20.0,10.0,90.0,90,Solid,Yorkshire,Yarborough Road 132/33kV,BSP,
KEADBY & GRIMSBY WEST,WRAWBY T2,33.0,Not given for Yorkshire,11.5,Yy0,8.17,91.37,578.5,-15.0,5.0,30.0,30,Impedance,Yorkshire,Wrawby,Primary,
KEADBY & GRIMSBY WEST,WESLEY CRESCENT T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,96.9,500,-15.0,5.0,23.0,NOT KNOWN,Impedance,Yorkshire,Wesley Crescent,Primary,
KEADBY & GRIMSBY WEST,WESLEY CRESCENT T1,33.0,Not given for Yorkshire,11.0,Yy0,4.0,95.8,500,-15.0,5.0,23.0,NOT KNOWN,Impedance,Yorkshire,Wesley Crescent,Primary,
KEADBY & GRIMSBY WEST,SCUNTHORPE NORTH GT3,132.0,Not given for Yorkshire,33.0,Yd9,0.7,27.4,23.2,-20.0,10.0,90.0,90,Solid,Yorkshire,Scunthorpe North,BSP,
KEADBY & GRIMSBY WEST,ROXBY,33.0,Not given for Yorkshire,11.5,Yy0,8.4,96.77,495.85,-10.0,10.0,12.0,12,Impedance,Yorkshire,Roxby,Primary,
KEADBY & GRIMSBY WEST,LEA ROAD T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,100.0,550,-12.5,4.199999809265137,23.0,NOT KNOWN,Impedance,Yorkshire,Lea Road,Primary,
KEADBY & GRIMSBY WEST,LEA ROAD T1,33.0,Not given for Yorkshire,11.0,Yy0,4.0,100.0,550,-12.5,4.199999809265137,23.0,NOT KNOWN,Impedance,Yorkshire,Lea Road,Primary,
KEADBY & GRIMSBY WEST,HUMBERSTON T1,132.0,Not given for Yorkshire,33.0,Yd9,0.7,24.8,21,-20.0,10.0,90.0,90,Solid,Yorkshire,Humberston,BSP,
KEADBY & GRIMSBY WEST,HIBALDSTOW T1,33.0,Not given for Yorkshire,11.0,Yy0,8.0,96.0,96,-15.0,5.0,12.5,12.5,Solid,Yorkshire,Hibaldstow,Primary,
KEADBY & GRIMSBY WEST,FLIXBOROUGH T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,73.2,500,-10.0,10.0,24.0,NOT KNOWN,Impedance,Yorkshire,Flixborough,Primary,
KEADBY & GRIMSBY WEST,EASTFIELD ROAD T1,33.0,Not given for Yorkshire,11.0,Yy0,4.0,94.6,550,-15.0,5.0,23.0,NOT KNOWN,Impedance,Yorkshire,Eastfield Road,Primary,
KEADBY & GRIMSBY WEST,DOUGHTY ROAD T2,33.0,Not given for Yorkshire,11.0,Yy0,4.0,74.8,500,-10.0,10.0,24.0,NOT KNOWN,Impedance,Yorkshire,Doughty Road,Primary,
KEADBY & GRIMSBY WEST,CLOUGH LANE,33.0,Not given for Yorkshire,11.0,Yy0,4.0,72.75,500,-10.0,10.0,24.0,24,Impedance,Yorkshire,Clough Lane,Primary,
KEADBY & GRIMSBY WEST,BTP T1,33.0,Not given for Yorkshire,11.0,Yy0,6.0,65.0,65,-15.0,5.0,18.75,18.75,Solid,Yorkshire,BTP,Primary,
KEADBY & GRIMSBY WEST,BROUGHTON GT2,132.0,Not given for Yorkshire,33.0,Yd9,0.65,27.7,24.1,-20.0,10.0,90.0,90,Solid,Yorkshire,Broughton,BSP,"54.147447818889255, -0.8237749329953116"
KEADBY & GRIMSBY WEST,BRIDGES ROAD T1,33.0,Not given for Yorkshire,11.0,Yy0,4.0,104.0,550,-15.0,5.0,23.0,NOT KNOWN,Impedance,Yorkshire,Bridges Road,Primary,
KEADBY & GRIMSBY WEST,BILLET LANE T2,33.0,Not given for Yorkshire,11.0,Yy0,3.95,72.9,623.11,-10.0,10.0,24.0,24,Impedance,Yorkshire,Billet Lane,Primary,
KEADBY & GRIMSBY WEST,BILLET LANE T1,33.0,Not given for Yorkshire,11.0,Yy0,3.93,72.9,663.86,-10.0,10.0,24.0,24,Impedance,Yorkshire,Billet Lane,Primary,
KEADBY & GRIMSBY WEST,BARROW,33.0,Not given for Yorkshire,11.0,Yy0,4.0,70.83,500,-10.0,10.0,24.0,24,Impedance,Yorkshire,Barrow,Primary,
KIRKSTALL,WHINGATE T2,33.0,Not given for Yorkshire,11.0,Yy0,6.0,65.2,65.2,-15.0,5.0,18.75,18.75,Solid,Yorkshire,Whingate,Primary,
KIRKSTALL,WHINGATE T1,33.0,Not given for Yorkshire,11.0,Yy0,6.0,64.0,64,-15.0,5.0,18.75,18.75,Solid,Yorkshire,Whingate,Primary,
KIRKSTALL,UPPER BASINGHALL STREET T1,33.0,Not given for Yorkshire,11.0,Yy0,4.0,72.0,500,-10.0,10.0,24.0,NOT KNOWN,Impedance,Yorkshire,Upper Basinghall Street,Primary,
KIRKSTALL,TINGLEY T2,33.0,Not given for Yorkshire,11.0,Yy0,8.34,72.9,620,-10.0,10.0,24.0,24,Impedance,Yorkshire,Tingley,Primary,
KIRKSTALL,TINGLEY T1,33.0,Not given for Yorkshire,11.0,Yy0,4.0,71.0,500,-10.0,10.0,24.0,24,Impedance,Yorkshire,Tingley,Primary,
KIRKSTALL,MORLEY T2,33.0,Not given for Yorkshire,11.0,Yy0,6.0,67.4,67.4,-15.0,5.0,18.75,18.75,Solid,Yorkshire,Morley,Primary,
KIRKSTALL,MORLEY T1,33.0,Not given for Yorkshire,11.0,Yy0,6.0,68.7,68.7,-15.0,5.0,18.75,18.75,Solid,Yorkshire,Morley,Primary,
KIRKSTALL,MIDDLETON TOWN STREET T2,33.0,Not given for Yorkshire,11.0,Yy0,6.0,65.0,65,-15.0,5.0,18.75,18.75,Solid,Yorkshire,Middleton Town Street,Primary,
KIRKSTALL,MIDDLETON TOWN STREET T1,33.0,Not given for Yorkshire,11.0,Yy0,6.0,64.7,64.7,-15.0,5.0,18.75,18.75,Solid,Yorkshire,Middleton Town Street,Primary,
KIRKSTALL,Kirkstall C/Ring Road Horsforth T1,132.0,Not given for Yorkshire,33.0,Yd9,0.6,26.6,23.4,-20.0,10.0,90.0,90,Solid,Yorkshire,Kirkstall C/Ring Road Horsforth,BSP,
